RecipeName,TimeToCook,Ingredients,Instructions
Cookie Dough Cheesecake,1hr 15mins,"chocolate wafer crumbs, sugar, butter, cream cheese, sugar, eggs, sour cream, vanilla extract, refrigerated chocolate chip cookie dough , chocolate chip","In a small bowl, combine cookie crumbs and sugar, stir in butter. Press into the bottom and sides of a greased 9"" springform pan, set aside. In a mixing bowl, beat cream cheese, sugar until smooth. Add eggs, beat until combined. Add sour crem and vanilla, beat until well blended. Pour over crust, set aside. Cut up cookie dough into teaspoon sized cubes. Drop over filling, pushing below the surface. Dough should be completely covered. Bake at 350F for 45-55 minutes or until the center is almost set. Cool on a wire rack for 10 minutes. Run a knife around the edge of the pan to loosen. Cool 1 hour longer. Refrigerate overnight, remove sides of pan. Sprinkle with mini chocolate chips."
Awesome Apple Bread,3hrs 10mins,"oil, eggs, sugar, vanilla, apples, flour, cinnamon, baking soda, salt, walnuts","Combine and set aside the oil, eggs, sugar, and vanilla. Sift flour, cinnamon, soda, and salt. Add dry ingredients to oil mixture gradually. Add apples and nuts. Bake in 2 regular loaf pans or 3 foil loaf pans for 1 1/2 hours at 300 degrees. Cool 10 minutes in the pan. Sprinkle with sugar, if desired. Note: I bake it at 325 degrees for about 70 minutes."
Alessi's Tiramisu,1hr,"egg yolks, from large grade eggs, sugar, marsala, whipping cream, chilled, sugar, mascarpone cheese, freshly brewed espresso, strong coffee, brandy, vanilla, Savoiardi cookies, cocoa powder, chocolate curls","Zabaglione Cream: In the top part of a double boiler, beat eggs and sugar together until the mixture is pale yellow in color. In the bottom part of the double boiler, bring water to a boil then reduce heat to simmer. Place egg yolk mixture over water and gradually add Marsala, beating continously. Scrape bottom and sides of pan occasionally and cook 6 to 10 minutes or until soft mounds can be formed. Transfer to bowl, cover and refrigerate 30 minutes. Whip cream with 2 Tbsp. sugar until soft peaks form. Fold in Mascarpone and Zabaglione and mix until well blended. Cover and refrigerate 1 hour. In a separate bowl, mix espresso, 2 Tbsp. sugar, Brandy and vanilla. Arrange cookies on the bottom of a 9"" by 13"" pan. Carefully spoon about 1 Tbsp. of the coffee mixture over each cookie so they are well saturated but not falling apart. Spoon 1/2 cheese mixture over cookies and sprinkle with 1 Tbsp. cocoa. Repeat one more time ending with cocoa. Cover and refrigerate at least 5 hours or overnight so that cookies can soften as they absorb moisture. Garnish and serve."
New York Cheesecake,2hrs,"graham cracker crumbs, butter, cream cheese, sugar, all-purpose flour, vanilla, eggs, egg yolks, whipping cream, lemon","For crust, combine graham cracker crumbs and melted butter. Stir until well combined. Press onto bottom and about 2-1/2 inches up the sides of a 9x3-inch springform pan. Mix cream cheese, sugar, flour, and vanilla. Beat with an electric mixer until fluffy. Add eggs and egg yolks, beating on low speed just until combined. Stir in whipping cream and lemon peel. Pour into pan. Place pan in a shallow baking pan in the oven. (Does not mention anything about a water bath) Bake in a 325 degree F oven about 1-1/2 hours or until center appears nearly set when shaken. Cool 15 minutes. Loosen crust from sides of pan. Cool 30 minutes more; remove sides of pan. Cool completely. Chill 4 to 24 hours. If desired, garnish with fresh berries."
Mom's Caramel Rolls,2hrs 20mins,"warm water, yeast, sugar, salt, butter, egg, flour, cinnamon-sugar mixture, brown sugar, butter, water","Mix water and yeast and wait 5 minutes. Stir in sugar, salt and 2 cups of flour. Add egg and butter and mix. Stir in rest of flour by hand, if dough is still sticky add just enough to make it not sticky anymore. Let raise until dough is double in size. Sprinkle flour on surface and roll dough out until is approx 18 X 12 inches. Spread a very thin layer of soft butter on dough and sprinkle cinnamon/sugar mixture on it. Roll dough from the long side, it should look like a log. Cut into 1 inch pieces. Should be 18 pieces. Place brown sugar and butter into microwave dish and heat until butter is just melted; stir well. Stir in 3 T water. Divide mixture into 3 pans (8-inch cake pans). Place 6 pieces in each pan. Let raise for about 45 minutes. Bake for 20 minutes in a 325°F oven. When you take out of oven, turn each pan of rolls over on a plate, otherwise you will have a hard time getting them out when they cool. If you can, let them cool slightly and enjoy them when they are still warm."
Plum Kuchen,1hr 5mins,"all-purpose flour, granulated sugar, baking powder, butter, heavy cream, egg, plums, heavy cream, granulated sugar, egg, vanilla","Preheat oven to 350°F. Mix flour, 1 tablespoon sugar and baking powder together. Cut in butter until mixture looks like coarse crumbs; add 2 tablespoons heavy cream and 1 egg. Press in bottom of 9-inch square pan or pie pan and arrange plums on top. Bake for 25-30 minutes. While this is baking, in a bowl combine heavy cream, sugar, egg and vanilla, using a whisk to beat together well. Pour mixture over plums and bake an additional 20-30 minutes, until custard is set. Serve warm or cool. Store in refrigerator."
Southern Lemon Chess Pie,1hr 15mins,"eggs, granulated sugar, yellow cornmeal, fresh lemon juice, butter, pie shell ","Preheat oven to 400 degrees. In small bowl, beat egg whites until stiff. Set aside. In large bowl, cream together sugar, cornmeal, lemon juice, butter and egg yolks for 5 minutes or more until creamy. Gently fold beaten egg whites into this lemon mixture. Gently pour filling into pie crust. Bake about 15 minutes or until top of pie begins to brown. Reduce oven temperature to 300 degrees and bake an additional 25 to 30 minutes or more until pie is just set in the middle. It should be a little jiggly, not runny, in the middle. Remove from oven and cool. It can be refrigerated, but is best served at room temperature. Covered, this pie will keep unrefrigerated for up to 4 days; however, it won't last that long!"
Peanut Butter No-Bake Cookies,17mins,"sugar, margarine, milk, peanut butter, vanilla, rolled oats","In lg saucepan, mix sugar, margarine, and milk; bring to a full, rolling boil over med heat.  (full, rolling boil = large bubbles rising to surface that can't be stirred down). Boil for one minute, stirring constantly. Remove from heat and stir in peanut butter and vanilla, stirring until peanut butter is melted; stir in oats. Working quickly, drop by spoonfuls onto waxed paper . Let cool completely."
Cowboy Cookies,1hr 30mins,"all-purpose flour, baking powder, baking soda, cinnamon, salt, butter, granulated sugar, brown sugar, eggs, vanilla, chocolate chips, old fashioned oats, sweetened flaked coconut, pecans","Heat over to 350°. Mix flour, baking soda, cinnamon and salt in bowl. Beat butter on medium speed until smooth and creamy, gradually beat in sugars, beat to combine. Add eggs one at a time, add vanilla. Stir in flour mixture until just combined. Add chocolate chips, oats, coconut and pecans. For each cookie drop 1/4 cup dough onto ungreased baking sheet (I use a large ice cream scoop). Bake at 350° for 17-19 minutes or until edges are lightly browned. Cool cookies on rack."
Dark Chocolate Red Wine Truffles,4hrs 20mins,"heavy cream, bittersweet chocolate, unsalted butter, red wine, cocoa powder","Coarsley chop chocolate and place into a medium sized bowl. Bring cream to a simmer, add butter and stir until melted. Pour the cream over the chocolate. Stir with a spatula until the chocolate is melted. Add the red wine and stir until wine is incorporated. Pour into an 8x8 baking dish and refridgerate for at least 4 hours Use a metal cookie scoop to scoop out a truffle. Coat your hands in cocoa powder and gently roll the chocolate until it forms a ball. Roll in cocoa to coat. Keep refridgerated."
Peanut Butter Chocolate Cupcakes,40mins,"cream cheese, peanut butter, sugar, milk, sugar, flour, cocoa, baking powder, salt, baking soda, eggs, water, vegetable oil, vanilla, butter, powdered sugar, milk","In a small mixing bowl, beat cream cheese, peanut butter, sugar and milk until smooth. Set aside. In a bowl, combine sugar, flour, cocoa, baking powder, salt and baking soda. In another bowl, whisk the eggs, water, oil and vanilla. Stir into dry ingredients just until moistened. (batter will be thin.). Fill paper-lined jumbo muffin cups half full with batter. Drop scant tablespoons of peanut butter  mixture into center of each. Cover with remaining batter. Bake at 350 degrees for 25-30 minutes or until toothpick comes out clean. Cool 10 minutes. Remove from pans to wire racks. Cool completely. Combine frosting ingredients. Frost cupcakes. Store in refrigerator."
Fudgy & Salty Peanut Butter Brownies,1hr 10mins,"cocoa powder, fine sea salt, sugar, pure vanilla extract, eggs, all-purpose flour, semi-sweet chocolate chips, creamy peanut butter, unsalted butter, powdered sugar, fine sea salt, milk, pure vanilla extract, salted peanuts, semi-sweet chocolate chips, unsalted butter","Preheat your oven to 325 degrees F. For your brownie batter: Melt your butter in a medium (or large) heatproof bowl over a pot of simmering water. While the butter is melting, whisk the cocoa powder, sea salt and sugar in a separate bowl. (The sugar and salt will work as abrasive agents to get any lumps out of the cocoa.) Whisk the cocoa/sugar/salt combo into the melted butter until the sugar has dissolved fully. The mixture should look like fudge and pull away from the bowl into a ball. Take off the stove and set the pan on a dishtowel on your counter. Allow the fudgy mixture to cool down until it's warm, but not hot anymore. While that is cooling, line the bottom and sides of your 9 by 13-inch baking pan with parchment paper or foil. You want to leave about 4 inches of overhang on the 2 opposite sides. These serve as your handles to remove the brownies from the pan in 1 piece, so make sure that there is enough of the overhang for you to have a solid grip. Grease the parchment or foil well. Stir in the vanilla into the cooled fudge mixture to loosen it up. Add the eggs into the mixture 1 at a time, adding the second egg after the first egg is fully incorporated. The batter should look shiny and well blended. Add in your flour and stir it until it's fully incorporated. Once it looks fully blended, beat the batter vigorously for at least 45 strokes. This'll not only get out any pent up stress, but it will make the brownies chewy. Fold in your chocolate chips. Spread the very thick and fudgy brownie batter evenly in the lined pan with an offset spatula or your greased hands. Pop the brownies in the oven and bake until they get a nice crust and your house smells like brownies, 30 to 35 minutes. Let them cool completely on a rack or a dishtowel on your counter. While the brownies are cooling make the buttercream and ganache. For the buttercream: Mix your peanut butter and butter together in a stand mixer until they are totally blended. Turn your mixer down and slowly add your powdered sugar and fine sea salt. Stop the mixer and scrape the sides and bottom of the bowl. Turn your mixer back to medium, add your milk and vanilla and keep mixing until it's fully blended. Dollop the peanut butter buttercream in heaping spoonfuls on top of the cooled brownies. Evenly spread it with the back of a butter knife the over the surface. Scatter the peanuts evenly over the buttercream, pressing into the buttercream so that the ganache has something to hold on to and the peanuts are all covered. For the ganache: Melt the chocolate chips and butter together in a small saucepan over low heat, stirring constantly. Allow the ganache to cool down slightly for 10 minutes or so, then pour it evenly over the peanut butter buttercream layer. Smooth the ganache out with the back of a butter knife, making sure to cover the buttercream and peanuts completely. Chill the brownies in the refrigerator until the toppings are set, 1 1/2 hours or so. Remove these delicious guys from the refrigerator. Lift up the ends of the foil liner and place the Fudgy Salty Chocolate Peanut Butter Brownies on a cutting board. Cut into squares. Enjoy!"
Pumpkin Spice Cupcakes,32mins,"Duncan Hines Moist Deluxe Spice Cake Mix, pumpkin, vanilla",Preheat oven to 350 degrees. Combine all ingredients in a large bowl for 2 minutes. Contents will be VERY thick. (Electric mixer may be used.). Line muffin tin with paper cups. Fill 2/3 full with batter. You may add a 1/4 cup of water to make it easier to stir. Bake 22 to 24 minutes. Optional: sprinkle tops with cinnamon sugar before placing in oven if you don't use frosting.
French Vanilla Banana Cream Pie,4hrs 15mins,"banana, graham cracker pie crust, milk, French vanilla instant pudding, Cool Whip",Place banana slices in crust. Pour milk into bowl. Add pudding. Beat with wire whisk 2 minutes. Gently stir in one cup of Cool Whip; spoon into crust. Refrigerate 4 hours. Top pie with remaining Cool Whip.
Easy Chocolate Mousse,30mins,"chocolate chips ,hot water, eggs, Grand Marnier, whipping cream","Melt chocolate with hot water.  To melt completely, it may be necessary to place the bowl in a pan of hot water. Cool and then add beaten eggs. Add Grand Marnier. Carefully fold in whipped cream. Chill and serve."
Simple Jello Salad,15mins,"whipped topping, Jello gelatin, cottage cheese, crushed pineapple",Empty whipped topping into a medium sized bowl. Sprinkle Jell-O over the top and fold in so it is well blended. Add cottage cheese and pineapple and fold into Jell-O mixture. Chill for about 4 hours so that the jello softens and slightly sets up. Serve.
Tunnel of Fudge Banana Cake,1hr 5mins,"semisweet chocolate, heavy cream, unsalted butter, unsalted butter, unsweetened cocoa powder, unsalted butter, granulated sugar, dark brown sugar, eggs, salt, vanilla extract, baking powder, vegetable oil, mashed banana , all-purpose flour, unsweetened cocoa powder, powdered sugar, unsweetened cocoa powder,  whole milk, dried banana pieces","Finely chop the chocolate and place into a medium heat-proof bowl. Heat the cream and butter in a small pot until the butter has melted and the cream is gently steaming. Pour this over the chocolate in the bowl. Let sit for 5 minutes then gently stir until all the chocolate has melted. Let this mixture cool at room temperature for 45-60 minutes, stirring occasionally, until thickened but still pipeable. Preheat the oven to 350 degrees F. Use the 2 tablespoons of softened butter and a pastry brush to coat a 12-cup bundt pan very well. Add the cocoa powder to the the pan, tilting and tapping the pan to coat as much of the inside as possible. Tap out any excess cocoa powder. In a large bowl, beat the butter, granulated sugar and dark brown sugar together until smooth. Beat in the eggs one at a time until smooth. Add the salt, vanilla, baking powder, vegetable oil and mashed banana and stir together until well-combined. Add the flour and cocoa powder to the bowl and mix until just combined. Scoop 3 cups of the cake batter into the prepared bundt pan. Spread out into an even layer. Transfer the thickened, cooled fudge filling to a piping bag. Pipe the fudge filling in a thick ring all the way around in the centre of the batter. Cover the fudge filling with the remaining cake batter and spread out evenly in the pan. Bake for 35-40 minutes. The cake will look risen and dry on top. You won’t be able to test this cake with a toothpick as the centre will still be gooey when the cake is finished baking, so you must ensure your oven is at the correct temperature. Remove the cake from the oven and let cool for 20 minutes in the pan. Loosen the edges of the cake with a small spatula or butter knife, flip the cake out onto a wire rack and leave to cool completely. In a small bowl, stir together the powdered sugar, cocoa powder and milk until smooth. Spoon over the top of the cooled cake, letting it drip down the sides of the cake. Top with the dried banana chips and leave the icing to set for a few minutes before cutting into the cake. 12-cup Nordicware Classic Bundt Pan (aka Anniverary Bundt Pan). Buy it now on Amazon: https://www.amazon.com/Nordic-Ware-12-Cup-Bundt-Pan/dp/B0000CFLM2."
Cannoli,1hr 45mins,"all-purpose flour, sugar, salt, butter, egg yolks, white wine, shortening, whole milk ricotta cheese, powdered sugar, vanilla extract, maraschino cherry,  semisweet mini chocolate chips, heavy whipping cream","To make shells, mix flour, sugar and salt in a bowl. Cut in butter. Add egg yolks; stir with a fork. Stir in wine, 1 tablespooon at a time, with a fork until dough clings together. Form a ball with the dough and let stand for 30 minutes. Roll dough almost paper thin, on a well-floured surface. Using the rim of a margarita glass (about 3-4 inches across), make circle imprints into rolled dough. Using a paring knife, make sure circles are cut all the way through. Roll each circle of dough around a metal cannoli tube, overlaping the ends and press to seal, flaring out the edges slightly. Fry one or two at a time in hot melted shortening (about 360°F) for approximately 1 minute, turning to brown all sides. Remove from hot grease and drain on paper towels, seam side down. Let cool a minute or two before trying to remove metal tube. To remove the tube hold cannoli shell down on the paper towel and carefully slide the tube out one end. Leave cannoil shells on paper towel, seam side down to cool completely. ~NOTE~Shells can be stored in airtight containers and made several days prior to filling. For filling, drain ricotta cheese over cheesecloth if ricotta is watery. Combine ricotta cheese, powdered sugar, and vanilla extract until combined. Squeeze Maraschino cherries with paper towels to remove all liquid. (If you don't squeeze them good, you will have a pink water filling!). Stir in cherries and chocolate chips into the ricotta mixture, being careful not to over mix. For a lighter filling, you may whip 1 cup of heavy whipping cream to form stiff peaks, and fold into filling mixture at this step. Chill filling for about 30 minutes before piping into cooled cannoli shells. You may garnish the cannoli by sprinkling powdered sugar on top. Whipped cream, a cherry, and shaved chocolate can also be used to garnish the top. Keep refrigerated until time of serving."
Sour Cream Yellow Cake,40mins,"yellow cake mix, sour cream, vegetable oil, water, sugar, eggs, vanilla extract",Preheat oven to 350° and lightly grease and flour a 13x9 pan. Combine all ingredients in large mixing bowl and blend on low speed of mixer for 1 minute. Scrape down sides with spatula. Increase mixer speed to medium and beat an additional 2 minutes. Pour batter into prepared pan. Bake for 30 to 35 minutes or until golden brown and tests done when a toothpick inserted in the center comes out clean. Cool on a wire rack and frost as desired.
Strawberry Shortcakes,22mins,"strawberries, white sugar, Bisquick baking mix, milk, butter, whipping cream, vanilla, white sugar","In medium bowl, stir together strawberries and 1/2 cup sugar; set aside for about 1 hour. Heat oven to 425°F In another medium bowl, stir Bisquick® mix, milk, 3 tablespoons sugar, and melted butter until a soft dough forms. Drop the dough by rounded tablespoonfuls into 6 mounds onto ungreased cookie sheet; dust with sugar. Bake 10 to 12 minutes or until golden brown. Meanwhile, in a chilled small bowl whip the cream, adding a drop or two of vanilla and a teaspoon of sugar.  Beat with an electric mixer on high speed until soft peaks form. Serve one of two ways:. 1.  Split warm shortcakes; fill and top with strawberries and whipped cream, or 2.  Break up one biscuit per person into big pieces into a dessert bowl.  Ladle strawberries over the biscuit; add a dolop of whipped cream. COOK'S TIP:  Alternatives to strawberries could include raspberries, blueberries & peaches, and my favorite, apricots & honey (Soak dried apricots in warm water for 1 hour; chop fine. Gently toss apricots with honey and let stand awhile to blend flavors.  Serve over shortcakes.)."
Cinnamon Rolls with Cream Cheese Frosting,50mins,"all-purpose flour, jiffy cake mix, fast rising yeast, salt, warm water, butter, sugar, cinnamon, cream cheese, butter, confectioners' sugar, vanilla extract, salt","In a large mixing bowl, combine 3 cups flour, cake mix, yeast, salt, and warm water; mix until smooth. Add enough remaining flour to form a soft dough. Turn out onto a lightly floured surface and knead until smooth (6-8 minutes). Roll dough into a 9 X 18-inch rectangle. Spread with butter and sprinkle with sugar and cinnamon. Roll dough jelly-roll style, starting with the long end. Slice the roll into 1-inch circles with a piece of dental floss or heavy thread placed under roll. Bring ends of floss up and crisscross at top of roll and pull strings in opposite directions. Place rolls on a greased cookie sheet. Cover and let rise on a warm place until doubled, about 15 minutes. Bake at 350 for 15-18 minutes. While rolls are baking, beat together cream cheese, butter, confectioners sugar, vanilla extract, and salt. Spread frosting on warm rolls before serving."
Toffee Brownie Trifle,15mins,"brownie mix , milk, cheesecake flavor instant pudding and pie filling mix, instant white chocolate pudding and pie filling mix, Cool Whip, Heath candy bars","Prepare and bake brownies as directed on package. Cool completely, then cut into 1-inch cubes. Beat milk and pudding mixes on low speed 2 minutes. Fold Cool Whip into pudding. Place 1/2 brownies into dish, cover with 1/2 pudding mixture. Repeat layers. Refrigerate until needed. Sprinkle top with Heath bits just before serving."
Easy Cake Mix Biscotti,50mins,"cake mix, your choice of flavor avoid those with pudding in the mix, all-purpose flour, eggs, margarine, vanilla extract, chocolate piece","Preheat the oven to 350F degrees. Pour the cake mix into a mixing bowl. Stir in sifted all purpose flour. Make a well in the centre and add the eggs, margarine and vanilla extract. With an electric beater mix on medium speed for 2 to 3 minutes until the dough does not stick to the sides of the mixing bowl. It will look and feel like play dough! On a lightly floured board, divide dough into two halves. Roll each half into a log about 1"" in diameter. Roll each log gently to the edge of the board and then continue rolling it onto a lightly sprayed 11” x 15” baking sheet. Flatten the top of each cookie log until it is about 3"" wide. Bake for 20 minutes. Remove baking sheet from the oven and let stand for 10 minutes. Reduce oven temperature to 325 and do not turn off. Gently slide one cookie log onto the board that you rolled out the dough on. Using a serrated knife or better still an electric carving knife, slice each log across the width into 3/4"" slices. Place cookies cut side down back onto the baking sheet and return them to the oven for another 10 minutes. Remove cookies to cooling rack to cool completely. Store cooled cookies in an airtight container or freeze. PECAN BISCOTTI: butter pecan cake mix - chopped pecans - maple extract. APRICOT BISCOTTI: golden cake mix - chopped dried apricots - toasted slivered almonds - almond extract. CRANBERRY BISCOTTI: vanilla cake mix - chopped dried cranberries - toasted slivered almonds - almond extract. ORANGE SPICE BISCOTTI: spice cake mix - walnuts - grated orange zest. GINGER BISCOTTI: spice cake mix - walnuts - chopped crystalized ginger pieces. CHOCOLATE-CHOCOLATE BISCOTTI: chocolate cake mix - chocolate piece or chips, freeze first so they retain their shape during baking. LEMON ALMOND BISCOTTI: lemon cake mix - toasted slivered almonds."
Cake Mix Cookie Bars,40mins,"cake mix, eggs, water, Crisco, chocolate chips",Grease and flour a 9x11 pan. Mix all together by hand.It will be thick. Spread in pan. Cook at 325 for 30 min or untill middle is done.
Best Banana Bread,1hr 10mins,"butter, granulated sugar, eggs, bananas, all-purpose flour, baking soda, salt, vanilla","Remove odd pots and pans from oven. Preheat oven to 350º / 180º. Cream together butter and sugar. Add eggs and crushed bananas. Combine well. Sift together flour, soda and salt. Add to creamed mixture. Add vanilla. Mix just until combined. Do not overmix. Pour into greased and floured loaf pan. Bake at 350º / 180º for 55 minutes. Keeps well, refrigerated."
Easy Lemon Marble Cheesecake,14hrs 45mins,"lemon, zest of lemon juice, sugar, egg, vanilla extract, sugar, low-fat small-curd cottage cheese, neufchatel cheese, eggs, vanilla extract, lemon juice, salt,  crushed chocolate cookies,  gingersnaps","Make the lemon curd: Combine the lemon zest, juice, and sugar in a small saucepan and bring to a simmer. Meanwhile beat the egg until light in a small bowl. Beat some of the hot lemon mixture into the egg. Scrape the egg mixture back into the saucepan. Cook, stirring constantly and reaching all over the bottom and sides of the pan, until the mixture barely starts to simmer around the edges. Continue to cook and stir for about 15 seconds. Pour through a strainer set over a clean bowl. Stir in the vanilla. Cool to room temperature. Make the cheesecake batter: Position rack in lower third of oven and preheat to 350 degrees. Place a round of parchment paper in the bottom of the cake pan and spray sides of pan with vegetable oil spray. Put water kettle on to boil for baking procedure. Process the cottage cheese in a food processor for 2 1/2 to 3 minutes or until silky smooth, scraping the sides and bottom of the bowl once or twice as necessary. Set aside. In a small microwave safe bowl, soften the Neufchatel cheese in microwave on high for about 30 seconds. Or, warm gently in the top of a double boiler. Stir until smooth. Scrape into the processor. Add the eggs, sugar, vanilla, lemon juice, and salt. Pulse until incorporated and perfectly smooth. Do not over process. Scrape the batter into the prepared pan. Distribute slightly rounded tablespoons of lemon curd evenly over the cheesecake batter. Using a table knife or teaspoon, use circular strokes to marble the batters until nicely but not to completely mingled. Slide oven rack part way out. Place cheesecake pan in baking dish or skillet and set on oven rack. Carefully pour boiling water around the pan to a depth of about 1-inch. Slide oven rack in gently to avoid sloshing. Bake until cheesecake has puffed and risen slightly and is just beginning to shrink from the edges of the pan, about 40 to 45 minutes. Remove cheesecake from water bath and cool on a rack. When completely cool, cover and chill for at least 12 hours or up to 2 days before serving. To unmold and serve: Cover the pan with tightly stretched plastic wrap. Place a flat dish on top of plastic. Invert pan and dish and rap the pan gently until cheesecake is released from pan. Remove pan and peel parchment liner from bottom of cake. Place cake circle or serving plate on the cake and carefully invert so that cake is right side up. Remove plastic wrap. Press crumbs around sides of cake. Cut with a sharp thin knife. Dip the knife in hot water and wipe it dry between cuts. The suave texture of this cheesecake relies on ultra smooth cottage cheese. This requires a food processor and at least 2 1/2 to 3 minutes of processing, no cheating. Once the Neufchatel Cheese has been added, pulse only enough to incorporate. over processing thins the batter. If you use nonfat cottage instead of low fat, the results will be not be nearly as good and you would save only about .4 grams of fat per serving. It's not worth it."
Cake Batter Fudge,12mins,"yellow cake mix, powdered sugar, butter, colored sprinkles","*  Stir cake mix and powdered sugar in microwave safe bowl. *  Cut butter into small pieces and put in bowl. *  Microwave on high for 2 minutes. *  Stir until well mixed.  If it is too thick to stir, add 1/2 tsp milk at a time until it is well mixed (should be thick but stirrable). *  Add sprinkles, if desired.  But do it quickly as they will melt in the hot batter. *  Spread in a greased 8x8 pan.  Refrigerate for an hour to set.  Cut and serve."
Cookie-Crust Lemon Bars,1hr,"refrigerated sugar cookie dough, eggs, sugar, all-purpose flour, baking powder, fresh lemon juice, lemon extract, lemon zest, powdered sugar","Heat oven to 350°F Slice cookie dough as directed on package. Arrange slices in bottom of ungreased 13x9-inch glass pan. With lightly floured fingers, press dough evenly in pan. (Even though the cookie dough is cold/just out of the fridge, pressing it down is pretty easy. It'll take the whole roll to cover the 13x9 pan). Bake at 350°F for 15 to 20 minutes or until light golden brown. In large bowl, combine eggs, sugar, flour and baking powder; blend well. Blend together lemon juice, lemon extract and lemon zest. Add lemon mixture to egg-sugar mixture, and pour over warm crust. Bake at 350°F for an additional 20 to 30 minutes or until top is light golden brown. Cool completely. Sprinkle with powdered sugar; cut into bars."
Chocolate Eclair Cake,20mins,"honey graham crackers, French vanilla instant pudding, Cool Whip, milk, unsweetened chocolate, butter, milk, Karo syrup, vanilla, powdered sugar","Line buttered 9 x 12 dish with graham crackers. Combine pudding mix with milk. Fold in Cool Whip. Pour half of the mixture over crackers. Add second layer of crackers. Add remaining pudding mixture. Add final layer of graham crackers. Over medium heat, melt chocolate glaze except for the powdered sugar. Remove from heat. Beat in 1-1/2 cups powdered sugar. Pour over crackers. Refrigerate overnight."
Creme Brulee,5hrs 30mins,"egg yolks, granulated sugar, granulated sugar, heavy cream, vanilla bean, light brown sugar","Preheat the oven to 275ºF.  In a medium bowl, whisk the egg yolks with half of the granulated sugar.  In a small saucepan, warm the cream with the vanilla scrapings and the remaining granulated sugar until steaming.  Gradually whisk the hot cream into the egg yolks until blended.  Strain the custard and pour it into 5-ounce ramekins or shallow gratin dishes. Set the ramekins in a small baking dish and add enough hot tap water to the dish to reach halfway up the sides of the ramekins.  Bake for about 1 hour and 15 minutes, or until just set.  Let cool in the water bath for 10 minutes, them remove and let cool completely.  Cover and refrigerate for at least 4 hours or overnight. Preheat the broiler.  Sift a thin even layer of the air-dried brown sugar over each custard.  Broil 1 ramekin at a time as close as possible to the heat source, until the sugar melts, forming a caramelized crust.  Serve immediately. Notes: To air dry brown sugar, sift it onto a plate and leave it out, uncovered, for 1 day.  If it's humid, the sifted sugar can also be dried in a 250ºF oven for 20 minutes."
Raspberry Walnut Torte,1hr 40mins,"flour, confectioners' sugar, butter, frozen raspberries, walnuts, eggs, granulated sugar, salt, baking powder, vanilla extract","Preheat oven to 350°F. Combine 1 cup flour, confectioners’ sugar and butter; blend well. Press mixture into bottom of 9-inch x 9-inch pan.  Bake for 15 minutes.  Cool. Drain raspberries (reserve liquid for sauce).  Spoon berries over cooled crust; sprinkle with walnuts. Beat eggs with sugar in a small bowl until light and fluffy.  Add salt, 1/4 cup flour, baking powder, and vanilla; blend well.  Pour over walnuts. Bake at 350F for 30-35 minutes until golden brown. Cool and cut into squares.  Serve with ice cream or whipped cream and sauce. TO MAKE SAUCE:. Combine reserved berry juice with 1/2 cup water, 1/2 cup sugar and 2 tablespoons cornstarch, in saucepan.  Cook over medium heat, stirring constantly, until thickened and clear.  Stir in 1 tablespoon lemon juice."
Chocolate Chip Panookies,25mins,"all-purpose flour, baking soda, salt, butter, sugar, brown sugar, eggs, vanilla extract, semi-sweet chocolate chips, walnuts, vanilla ice cream","Preheat oven to 375 degrees and grease 8 (4 inch) pie tins. In a medium mixing bowl stir together flour, baking soda, and salt, set aside. In a large mixing bowl with an electric mixer on medium speed cream butter and sugars until fluffy. Beat in eggs, one at a time, and vanilla. On low speed gradually add flour mixture and mix just until blended. Stir in chocolate chips and walnuts. Divide dough between prepared pie tins and place onto a baking sheet. Bake for 20 minutes. Serve panookies immediately with a scoop of ice cream."
The Best Brownies,40mins,"vegetable oil, sugar, vanilla, eggs, baking powder, cocoa powder, salt, flour","Preheat oven to 350 degrees Fahrenheit or 180 degrees Celsius. Mix oil and sugar until well blended. Add eggs and vanilla; stir just until blended. Mix all dry ingredients in a separate bowl. Stir dry ingredients into the oil/sugar mixture. Pour into greased 9 x 9 square pan. Bake for 20 minutes or until sides just starts to pull away from the pan. Cool completely before cutting. Note: I usually double the recipe and bake in a 9 x 13 pan. If you double the recipe, you will need to cook longer than 20 minutes."
Coconut Coffee Cake,1hr 10mins,"yellow cake mix, condensed cheddar cheese soup, water, eggs, lemon rind, shredded coconut, crushed pineapple, chopped nuts, butter, unsifted all-purpose flour, brown sugar, shredded coconut","In a large mixing bowl combine the cake mix, soup, water, eggs, and lemon rind. Beat until blended. Stir in 1 cup of coconut, pineapple, and nuts. Spread the batter evenly in a greased and floured 9x13-inch pan. In another bowl, cut butter into the flour until crumbly. Stir in sugar and the remaining coconut. Sprinkle over the batter. Bake in a 350 oven for 50 minutes or until done."
