RecipeName,TimeToCook,Ingredients,Instructions
Uttapam,1hr,88.72 basmati rice; 44.36 white lentils; 0 salt; 1.84 sugar; 0.92 baking soda; 88.72 onion; 88.72 diced tomato; 0 green chili pepper; 44.36 fresh cilantro leaves; 0 ghee; 27.73 ml    vegetable oil; 1 dried red chilies; 9.24 ml    coriander seeds; 0.92 fenugreek seeds; 22.18 ml    grated fresh coconut; 66.54 yellow lentils; 0.92 ground turmeric; 44.36 onion; 0.46 asafoetida powder; 44.36 diced tomato; 88.72 eggplant; 7.97 tamarind pulp; 0 salt; 0.92 sugar; 3 curry leaves; 0.92 mustard seeds,"Wash the rice and lentils separately in several changes of water. Leave each to soak in a large pan of clean water for a couple of hours Drain the rice and lentils, place in a blender, and grind to a smooth paste. Add a little water to form a thick batter Add the salt, sugar and baking soda to the batter and mix well. Set aside to ferment at room temperature for at least 4 hours and up to 15 Place the chopped onion, diced tomatoes, chopped green chile, and chopped cilantro in separate bowls Heat a griddle or nonstick pan. Brush with a little ghee or oil and pour in 2 to 3 tablespoons of the batter. Spread evenly with the back of a spoon into a thick circle 4 inches in diameter. Garnish the surface with a little each of the onion, tomato, green chile, and chopped cilantro and spread evenly. Sprinkle some of the oil or ghee over and around the bread. Cook over low heat until small bubbles appear on the surface, about 5 minutes Turn over and cook the other side until crisp and golden. Alternatively, you can finish it off under a hot broiler for 1 to 2 minutes. Serve hot with South Indian lentil curry Heat half the oil in a pan and add the red chiles, coriander seeds, fenugreek, and grated coconut. Cook, stirring, for 5 to 10 minutes; set aside to cool Wash the yellow lentils in several changes of water and place in a large pan of water. Bring to a boil, add the ground turmeric, and simmer for 15 to 20 minutes Put the coconut, chile and spice mix in a food processor or blender and process to a fine paste. When the lentils are soft and mushy add the sliced onions, asafetida, diced tomatoes, diced eggplant, and coconut paste and continue to cook for 5 minutes. Add the tamarind pulp, salt, to taste, and sugar and simmer for 2 minutes longer Heat the remaining oil in a separate pan and add the curry leaves and mustard seeds. When they begin to crackle, pour them over the lentils and serve immediately with plain boiled rice."
Idli,15hrs 20mins,59.14 cooked rice; 19.71 Urad Dal; 0.41-0.61 salt,"Rinse rice and dal and soak in water for about 2-3 hours. Grind mixture in a blender, adding enough water to make paste. Add salt and keep it aside to get sour for 12 hours. Take idli plates and place a drop of oil in each idli mould and spread it over the entire mould. Heat 2 cups of water in a large vessel or pressure cooker and place the filled idli plates and cover with lid. Cook on high for about 20 minutes. Remove the plates from the vessel and remove the idlis. Pour 2 tsp of sesame oil while serving. Side dish - Sambar, dosai milagai powder, and coconut chutney."
Falooda,30mins,3 milk; 85.04-170.09 g    chinese noodles (or 1-2 falooda sev); 22.18 rose water; 7.39 ml    falooda seeds (or takmaria seeds) (optional); 3 pista,"Soak the Takmaria Seeds in water for at least 1 hour. Boil the noodles/sev in water for about 15 minutes. Drain the water, and boil the noodles in a little milk for about 5-10 minutes on low heat.  Do not burn the noodles! Turn off the heat and add lots of ice to the pot to cool the noodles for about 10 minute  Stir them to quicken the process. Put the noodles in the glass, add Rooafzah/Rose Water, pour in milk, add a little crushed ice and stir.  (Rooafzah is a sweet syrup added to milk or water for a drink in itself). Top it off with a scoop or two of the Pista Kulfi Ice cream and enjoy!"
Papadams,55mins,"118.29 gram flour; 1.23 black pepper; 1.23 ground cumin; 0.61 salt; 0 garlic; 14.78 water; 3.69 water; 0 cayenne; 0 to taste    oil, for frying  (optional)","Stir together the flour, pepper, ground cumin seed, and salt in a large bowl or in the food processor; mix thoroughly until the spices are evenly distributed. Add the garlic and mix well. Add enough of the water to form a dough that will hold together in a cohesive ball; if necessary, add up to 1 additional tablespoon water. The dough should be fairly stiff and dry; if it is too wet, it will not roll well. Knead the dough for about 5 minutes by hand or pulse for about 15 seconds in the food processor; the dough should be smooth. With your hands, shape the dough into a cylinder or log about 2 inches thick and 6 inches long. With a sharp knife, cut the cylinder into 1/2-inch thick slices. The next step uses oil, so do not use your pastry cloth and rolling pin sleeve. Place each slice on a lightly oiled surface. Lightly oil the top of the slice and then roll out into a very thin circle about 6 or 7 inches in diameter. Papadams must be rolled extremely thin, maximum 1/16 inch. If the dough sticks to your rolling pin, gently pull it off. Dust the tops of each papadam with cayenne pepper. Using a metal spatula to loosen the edges of the papadams from the rolling surface, carefully place them on large baking sheets. The traditional method for preparing and frying papadams is described below; you can also bake them in a 300F oven for about 15 to 25 minutes, or until crisp and dry. The cooking time may vary beyond this range depending upon the thickness and moisture in the rolled dough. Cool them on a rack. To prepare the papadams in an authentic manner, don't bake them; first allow them to dry by leaving them in the sun for a few hours or by placing them in a very low oven (less than 200F) for 1 to 2 hours, turning occasionally. Dry the papadams until they are just slightly flexible and show no moisture; they should not brown or bake, however. At this point, the papadams may be stacked flat and stored in an airtight container until needed; they will keep for months if stored properly. When ready to serve, heat about 1/8 inch of oil in a large skillet; the oil should be hot, but not smoking; a drop of water flicked into the skillet should sizzle immediately. One at a time, drop the papadams into the hot oil. Turn the papadam when it begins to curl at the edges; it will quickly fry and become crisp. Remove it before it turns brown. Cool and drain the papadams on paper towels and eat them immediately."
Venn Pongal,45mins,177.44 ml    uncooked rice; 88.72 ml   green gram dal (aka moong dal); 5.54 cumin seeds; 5.54 black peppercorns; 9 cashews; 0 fresh ginger; 3.69 salt; 44.36 butter; 3-4 curry leaves,"Dry fry the green gram dal lightly. Put the dal, salt and rice in 3 cups water and bring to a boil, stirring often. Cover and cook about 20 minutes, stirring often until rice is soft and water is absorbed. Make a course powder of the cumin seeds and black pepper either in a morter and pestle or a spice grinder (I use a Magic Bullet). In a pan, heat ghee or butter, fry the cashews lightly and add the spice powder until it is scalded. Add the ginger and scald a bit more. Pour the mixture into the rice and stir well. Optionally, curry leaves may be added."
South Indian Filter Coffee,12mins,300 water; 88.74 coffee; 450 milk; 44.36 sugar,"Boil 100 ml of Water in a kettle to 100 degree Celsius/212°F. In a moka pot, there are three parts upper, middle and lower part. Put 2 Tbsp of Coffee in the middle part(basket).Keep it aside. Pour hot water to the lower part, from that take 1 tbsp of water and put it into the middle part containing coffee, for preinfusion. Using fork, put holes in the preinfused coffee to facilitate free flow of water. Now assemble the moka pot and place it in the edges of the stove for 2 mins on medium-low flame. You can see coffee on the upper part just like fountain,in this stage switch off the stove. mix this coffee concentrate with milk and sugar. Hot flavorful coffee is ready."
Egg Curry,35mins,8 hard-boiled eggs; 14.79 ml    oil; 2 onions; 2 garlic; 14.79 fresh ginger; 14.78 coriander powder; 4.92 turmeric; 2.46 chili powder; 14.78 cumin powder; 2.46 salt; 9.85 tomato paste; 396.89 chopped tomatoes; 118.29 water; 9.85 garam masala,"In a small bowl or coffee cup, mix the coriander, turmeric, chilipowder, cumin and salt. In a large frying pan, saute the onion, garlic and ginger in the oil until the onion softens. Add the spice mix to the onion mix, coating all the vegetables. Stir in the tomato paste, tomatoes and water. Allow to gently simmer 10-15 minutes uncovered, till the sauce begins to thicken. Gently stir in the eggs and the garam masala. Allow the eggs to heat through, and serve immediately."
Sweet Potato Curry with Spinach & Chickpeas,30mins,0 sweet onions; 2.46-4.92 canola oil; 14.79 curry powder; 7.39 cumin; 2.46 cinnamon; 141.74 fresh spinach; 1 sweet potatoes; 205.53 chickpeas; 59.14 water; 205.53 diced tomatoes; 29.57 fresh cilantro; basmati rice,"You may choose to cook the sweet potatoes however you prefer. I like to peel, chop and steam mine in a veggie steamer for about 15 minutes. Baking or boiling work well too. While sweet potatoes cook, heat 1-2 tsp of canola or vegetable oil over medium heat. Add onions and sauté 2-3 minutes, or until they begin to soften. Next, add the curry powder, cumin, and cinnamon, and stir to coat the onions evenly with spices. Add tomatoes with their juices, and the chickpeas, stir to combine. Add ½ cup water and raise heat up to a strong simmer for about a minute or two. Next, add the fresh spinach, a couple handfuls at a time, stirring to coat with cooking liquid. When all the spinach is added to the pan, cover and simmer until just wilted, about 3 minutes. Add the cooked sweet potatoes to the liquid, and stir to coat. Simmer for another 3-5 minutes, or until flavors are well combined. Transfer to serving dish, toss with fresh cilantro, and serve hot. This dish is nice served over basmati or brown rice."
Indian Lamb Curry,1hr 10mins,340.19 boneless lamb; 29.57 ml    vegetable oil; 1 bay leaves; 1 black cardamom pod; 1 cinnamon sticks; 5 peppercorns; 2 whole cloves; 1 onions; 7.39 ginger paste; 4.92 garlic; 1 green chili pepper; salt; 1.23 turmeric; 4.92 coriander powder; 2.46 cayenne pepper; 3.69 garam masala; 118.29 diced tomato; 39.39 plain yogurt; 14.79 fresh cilantro leaves,"Heat oil in large pan; add bay leaves, cardamom, cinnamon stick, peppercorns, and cloves. When leaves begin to sizzle and fragrance starts to release, add onions and saute until light golden, about 12-15 minutes, stirring frequently. Stir in the ginger paste, garlic, chile pepper, and lamb. Season the lamb with salt; continue cooking, stirring mix, for about 20 minutes more, adding a little water if necessary to keep food from sticking. Add turmeric, coriander powder, cayenne, and garam masala; stir for 5 minutes, adding 2 tablespoons water. Add diced tomatoes, and cook for 5 minutes, stirring frequently. Then add 4 cups of water and simmer for 15 minutes, or until meat is getting tender. Lower heat. Whisk the yogurt with a fork; and add to the pot slowly. Then cook until meat is done to your liking and sauce is thickened. Garnish with cilantro leaves. Serve with steamed basmati rice, or hot Indian breads, such as Naan."
Super Easy Naan,55mins,133.08 warm water; 5.54 sugar; 3.69 active dry yeast; 1.84 salt; 266.16 flour,"Combine warm water, sugar, and yeast in a bowl. Let stand for 5 minutes until foamy. Add salt and flour. Mix thoroughly. Knead dough on a floured workspace about 20 times and form into a tight ball. Put dough in a well oiled bowl and cover with a damp towel. Put in a warm place to rise for 30-45 minutes. Dough won't rise much, but it doesn't need to. Turn dough out onto a floured workspace. Divide dough into 8 pieces and roll out with a rolling pin to about 1/8"" thick. Grill naan pieces on a grill or electric griddle. In a pinch, a frying pan sprayed with some nonstick cooking spray will work. Grill for 1-2 minutes on each side. This recipe yields a very soft, chewey naan. Just the way I like it!"
Chicken Vindaloo,1hr 10mins,340.19-1190.67 chicken; salt & freshly ground black pepper; ghee; 2 garlic cloves; 354.88 yellow onions; 22.18 ginger powder; 7.39 cumin powder; 7.39 yellow mustard seeds; 3.69 ground cinnamon; 1.84 ground cloves; 11.09 turmeric; 5.54 cayenne pepper; 11.09 paprika; 7.39 lemon juice; 22.18 distilled white vinegar; 3.69 brown sugar; 7.39 salt; 354.88 water; 22.18 dried tamarind; 22.18 hot water,"Salt and pepper the chicken quarters. Heat a large frying pan and brown the chicken in the Ghee. You will have to do this in two batches. Remove the chicken to a 6-quart stove-top covered casserole, leaving the fat in the pan. Add the garlic and onion to the pan and sauté until golden brown. Add to the casserole along with the ginger, cumin, mustard seed, cinnamon, cloves, turmeric, cayenne, and paprika. Sauté all for a few minutes and add all the remaining ingredients except for the garnishes. Cover and simmer until the chicken is tender. about 45 minutes. Stir a few times during cooking; partially remove the lid during the last 10 minutes or so to thicken the sauce. Top with garnishes. Ghee: Butter that is cooked to separate the clear butter fat from the milk solids and moisture, an ingenious method that allows butter to keep for long periods of time. Tamarind: Tamarind paste and concentrate, fresh products, are available in the produce section of many ethnic markets. Both products, made from the tamarind pod, need to be reconstituted."
Indian Samosa,1hr 30mins,"177.44 all-purpose flour; 22.18 ml    vegetable oil; 2 potatoes; 1 onion; 2 green chilies; 33.27 ml    oil; 1.84 ginger; 1.84 garlic; coriander seed; 11.09 cilantro; 0 lemon, juice of; 1.84 turmeric; 1.84 garam masala; 1.84 red chili powder; salt","Mix together the flour, oil and salt. Add a little water, until mixture becomes crumbly. Keep adding water, kneading the mixture till it becomes a soft pliable dough. Cover with a moist cloth and set aside for 20 minutes. Beat dough on a work surface and knead again. Cover and set aside. FILLING. Heat 3 tbsp oil. Add ginger, garlic, green chillies and few coriander seeds. Stir fry for 1 minute, add onions and saute till light brown. Add cilantro (fresh coriander), lemon juice, turmeric, red chili, salt and garam masala. Stir fry for 2 minutes. Add potatoes. Stir fry for 2 minutes. Set aside and allow to cool. Divide dough into 10 equal portions. Use a rolling pin, roll a piece of dough  into a 5"" oval. Cut into 2 halves. Run a moist finger along the diameter. Roll around finger to make a cone. Place a tablespoon of the filling into the cone. Seal the third side using a moist finger. Deep fry the samosas on low to medium heat until light brown. Serve with tomato sauce or any chutney you love."
Plain Raita,2mins,236.59 yoghurt; 2.46 cumin seed; 3.69 salt; 0.12 black pepper; 2.46 coriander leaves,Mix all the ingredients together in a bowl. Keep in a cool place until needed. Serve chilled.
Saffron Rice,55mins,354.88 basmati rice; 3.69 saffron thread; 33.27 boiling water; 709.77 boiling water; 66.55 ghee; 2 cinnamon sticks; 3 whole cloves; 177.44 onion; 1 minced garlic clove; 7.39 salt; 0.92 ground cardamom,"Place the saffron in a small bowl and cover with 3 tablespoons of boiling water. Soak for 10 minutes. Meanwhile, heat the butter over moderate heat in a large 3 or 4 quart stockpot. Add the cinnamon and cloves and stir well. Add the onions, garlic and saute for about 2 minutes. Add the rice and stir for about 5 minutes. Pour in the 4 cups of boiling water or broth, salt, and the cardamom. Bring to a boil over high heat. Add the saffron and its soaking water. Stir gently. Cover, reduce heat, and cook for 25 minutes. Fluff, remove cloves and cinnamon sticks and serve hot."
Pumpkin Chutney,1hr 45mins,"566.99 pumpkin flesh; 340.19 apples; 28.34 g    fresh gingerroot, grated; 2 red chilies; 29.58 mustard seeds; 500.0 cider vinegar; 226.79 light brown sugar; 2.46 salt","Put all of the ingredients, EXCEPT FOR THE SUGAR AND SALT, in a large pan. Bring to the boil, reduce heat and simmer till pumpkin is tender. Add the sugar and salt, return to the boil, reduce the heat and simmer again for one hour till the mixture is thick. ladle the chutney into hot sterilised jars and seal. Ready to eat in four weeks and will keep for 2 years."
Sindhi Biryani,1hr 30mins,0-0 kg    mutton; 177.44 basmati rice; 0 potato; 53.23 ml    oil; 0 onions; 1.47 garlic paste; 1.47 ginger; 0 tomatoes; 2-2 prunes; 1.47 salt; 2.95 red chili powder; 2 cloves; 1 green cardamoms; 2 black pepper; 1.47 cumin seeds; 0 cinnamon sticks; 1 black cardamom pods; 0 bay leaves; 38 yogurt; 1 green chilies; 4.43 coriander leaves; 4.43 mint leaves; 2.21 salt; 0 bay leaves; 0 cinnamon sticks; 0 black cardamom pods; 0.07 ml    orange food coloring; 2.21 mint leaf,"Slice the onion and fry it in oil until it is light brown. Take out 1/4 of it and keep aside. Add Garlic (Lehsan), Ginger (Adrak), tomatoes, prunes (Aaloobukharay), salt, red chili powder, cloves, cardamoms, Black Pepper, (Kali Mirch), Cumin Seeds (Zeera), cinnamon, black cardamom pods and bay leaves to the remaining fried onions. Fry this until the tomatoes are tender and the water is dry. Then add meat, yogurt and water (if desired) and cook on medium heat until the meat is tender and the water has evaporated. On other side boil the potatoes until they're half cooked. Now, add green chillies, mint, coriander leaves, and the half boiled potatoes to the meat. Simmer for 2, 3 minutes. Your meat curry is done. Boil the rice with salt, bay leaves, cinnamon sticks and black cardamom and drain the water off when the rice is half done. Layer the curry with the rice in a pot in one on one layers. Sprinkle the food color, fried onions, and chopped mint leaves on top of the last layer. Close the lid tightly making sure no steam passes out of the pot and cook on low heat until the rice is done. Gently mix it before serving. Serve with Raita."
Potato & Coriander Samosas,1hr 30mins,"6 butter; 1.23 fresh ginger; 1.23 cumin seeds; 0.61 Madras curry powder; 0.30 garam masala; 63 potatoes; 7.39 sultana; 14.78 frozen baby peas; 14.78 fresh coriander leaves; 0 green onions; 0 egg; 0 to taste    oil, for deep-frying  (if using puff pastry you can bake in the oven); 0 plain yogurt; 58 plain flour; 0.61 baking powder; 0.92 salt; 14 butter; 14.78 plain yogurt","Heat the butter in a large frying pan, add the ginger, cumin seeds, curry powder and garam marsala and fry lightly for 1 minute or until very fragrant. Add the potato and 3 tablespoons of water and cook over low heat for 15-20 minutes or until the potatoes are tender. Add the sultanas, peas, coriander leaves and green onion and stir through. Set aside to cool. Mix the flour, baking powder and salt in a large bowl- make a well in the centre. Add the butter, yoghurt and 3/4 cup of water. Use a flat-bladed knife to bring the dough together. Turn onto a lightly floured surface and form a smooth ball. Divide the dough into four pieces. Roll out one piece until it is very thin. Use a 12cm (5in) diameter plate as a guide and cut six circles from the dough. Place a generous tablespoon of filling into the centre of each pastry circle. Brush the edges with egg and fold the pastry to form a semi-circle. Make repeated folds on the rounded edge by folding little pieces of pastry back as you move around the edge. Continue with the remaining pastry and filling. Heat the oil to 180C or until a bread cube browns in 15 seconds. Add samosas two or three at a time and cook until golden. Serve with yoghurt garnished with coriander."
Khichdi,1hr 10mins,225 rice; 150 g    mung beans; 22.18 olive oil; 5.54 whole cumin seed; 2 onion; 2 green chili pepper; 2 tomatoes; 7.39 ginger paste; 1.84 turmeric; 0.37 white vinegar; 2 salt,"Combine the rice and dhal in a bowl and rinse repeatedly until the water becomes clear. Soak for 30 minutes. Drain. Heat the oil in a frying pan and add the cumin. Fry until it starts to pop, then add the onion. Stir fry for around 4 minutes then add the tomato, ginger, chili, turmeric and vinegar. Stir fry until the tomato breaks up, around 5 minutes. Add all the ingredients to the bowl of a rice cooker plus around 600 ml of water (enough to just cover the rice/dhal). Cook for 10 minutes then leave to keep warm for a further 15 minutes without opening the lid. Add a little butter, mix well and serve."
Tandoori Paste,10mins,"44.36 salt; 44.36 cayenne; 44.36 ml    coriander, ground; 44.36 chili powder; 44.36 garlic powder; 44.36 dry mustard; 44.36 ginger; 44.36 turmeric; 44.36 fennel; 44.36 cumin; 44.36 paprika; 1064.65 yogurt; 266.22 lime juice","Mix together salt, cayenne, coriander, chili powder, garlic powder, dry mustard, ginger, turmeric, fennel, cumin, and paprika in a food processor. Add lime juice and yogurt when ready to make a paste; store in refrigerator. You can use it as a rub or marinade."
Gulab Jamun,50mins,125.0 milk; 2.77 flour; 59.14 powdered milk; 2.77 self-rising flour; 14.78 milk; 0.61 ghee; 59.14 sugar; 59.14 water; 1.84 rose water; 0.30 saffron; 0.30 cardamom powder; 56.69 butter,"To Make Ghee: Put the butter in a good saucepan and bring to a boil on medium heat. Then reduce to low. Now this is what will happen as the butter slowly simmers. Moisture will be evaporated out of the ghee. The white protein-solids from the butter will sink down to the bottom of the pan and slowly turn golden. A foam will rise to the surface, and as it cooks will form a bit of a crust. The butter will cook into a gold color as well, and it will have a slightly nutty smell. When the moisture is gone, the ghee is done. Decant the oil and save the delicious golden buttery bits on the bottom of the pan for toast, or mixed with veggies or potatoes. If you've used salted butter, you don't want to use it on toast- the salt will knock you out, but it's still good in potatoes or whatnot. Making the Scented Syrup: Combine sugar and water and bring to a boil for 3 minutes. Remove from heat and add rose water or essence. Traditional Method: Use a heavy-bottomed pan because the milk will stick. Use a non-stick pot if you have it. Boil the milk down over medium heat, while stirring,  until it forms a paste.  Add the flour and mix into a smooth paste. Oil your hands and roll them into uniform balls, place them onto a buttered plate and set aside. Powdered-Milk Method: Combine the warm milk and ghee together. Mix the powdered milk and flour together and sprinkle slowly into the wet mix to form a dough. Oil your hands and form uniform balls (about 24) and set aside on a buttered plate. This is the most delicate part of the operation. Gentle, low heat is a must. Use a wok or karai for best results, with the ghee about 2.5-3 inches in depth. Heat the ghee on low to 215 degrees. Slip in the balls, one by one. They will sink. No touching at this point. Gently shake the pan to move the balls and keep them from getting too brown on one side. After about 5 minutes they will begin to float. You will notice them getting bigger. Now, use a wooden spoon or equivalent to gently agitate and keep them evenly browning. The ghee will slowly get hotter as the balls cook. After about 20 minutes, the ghee will have risen in temperature to around 245 degrees and the balls should be nice and golden. Remove a ball and put it in the syrup. If it doesn't collapse after 3 minutes, remove the others and add to the syrup. If it does collapse, fry for another 5 minutes and try again. Let soak for 2 hours at least before serving. Serve room temperature or warmed up. Enjoy your gulab jamuns!"
Chapatis,2hrs 46mins,59.14 whole wheat flour; 29.57 all-purpose flour; 0.30 salt; 29.57 warm water; 0 all-purpose flour; 0 ghee,"In a large mixing bowl stir together the whole wheat flour, all-purpose flour, and the salt. Add 3/4 cup of the warm water while mixing constantly with your hands till the dough is moist.  Add the remaining water, 1 tbsp at a time, mixing constantly with your hands.  Keep working the dough till the dough forms a ball and holds its shape. (The dough will be stiff). Dampen your hands.  Keep the dough in the mixing bowl to knead.  Knead in an additional 2 tbsp all-purpose flour, if necessary, to make a moderately stiff dough.  Knead dough till smooth and elastic (8 to 10 minutes). Continue dampening hands, as needed, during kneading.  The dough is ready for shaping when you can lightly and quickly press two fingertips 1/4 inch into the dough and the dough springs back. Shape the dough into a ball.  Cover the bowl with a damp towel.  Let the dough stand in a warm place for 30 to 60 minutes. Turn the dough out onto a lightly floured surface.  Knead dough 1 to 2 minutes more.  Divide the dough in half.  Form each half into a 12 inch long roll.  Cut each roll into 12 one-inch pieces.  Flatten each piece of dough with the palm of the hand. Sprinkle some flour over the flattened balls.  Cover with plastic wrap.  Let rest for 30 minutes. On a well floured surface roll the flattened ball into a circle 7 to 8 inches in diameter, turning the dough over once and firmly pressing and stretching the dough with the rolling pin. Roll around the rolling pin, and transfer to a hot, greased griddle or heavy skillet.  Cook over medium heat about 1/2 to 1 minute or until tiny brown spots appear.  Using tongs, turn and cook 30 seconds more.  Remove from heat; Brush with Usli Ghee or melted shortening.  Repeat with the remaining balls. Stack the hot Chapati in a napkin-lined breadbasket to keep warm.  Serve immediately."
Prawn Pakoras,23mins,"0 kg   medium raw prawns, peeled and roughly chopped; 0 red onion; 5.91 fresh coriander; 0 tomatoes; 0 garlic clove; 0.24 ginger; 0.24 ml    ground red chili pepper; 8 besan flour; 0.06 bicarbonate of soda; 0 salt; 47.31 ml    vegetable oil (for deep frying)","Pulse prawns in food processor-they need to just come together not turn into a paste! Combine the prawns and remaining ingredients except the oil. Using a tablespoon, measure out approximately 30 balls. Using damp hands, roll each portion into a ball; place on a plate, cover with cling film until ready to use. Heat the oil in a wok or heavy based frypan. Fry 6-8 balls at a time until golden brown all over. Drain on paper towels. Serve hot with tomato and mint chutney."
Aloo Channa Chaat,30mins,266.16 garbanzo beans; 2 potatoes; 2 shallots; 11.09 tamarind paste; 66.55 water; 1.84 mild chili powder; 5.54 brown sugar; 0.18 salt; 22.18 fresh cilantro leaves,"Rinse and drain the garbanzo beans; place in a bowl. Boil water in a pan, add the diced potatoes and cook until they are soft and tender. Remove potatoes, drain and set aside to cool. In a small mixing bowl, mix the tamarind paste and water. Add the chili powder, sugar and salt; mix well. Pour the tamarind mixture on the garbanzo beans and add the potatoes, chopped onions and the cilantro. Mix well and adjust salt to taste. Garnish ideas: a slit green chili or a slice a tomato or a slice of lime with a sprig of mint leaves."
Dum Aloo,50mins,3 baby potatoes; 0 to taste    oil (for frying); 11.09 ml    oil; 1.84 cumin seed; 0 cinnamon stick; 1-1 green cardamoms; 0 onion; 1.84 ml    ginger-garlic paste; 1 tomatoes; 0.92 turmeric powder; 8.31 chili powder; 1.84 coriander powder; 1.84 fennel seed; 3.69 garam masala; 0 salt; 0 water; 2.77 sugar; 0 cilantro,"Peel the potatoes and pierce them all over with a fork. Heat the oil in a pan for frying and deep fry the potatoes till they get a red- brown tinge. In a separate pan, heat the 2tbsp oil on medium heat.Add cumin seeds, cardamoms and the cinnamon stick to the hot oil (the seeds should crackle). Add onions and saute them till they become translucent. Add the ginger garlic paste and saute them till they loose the raw smell. Add the tomatoes and cook then covered for 5 minutes. Add the turmeric powder, chillli powder, corriander powder, fennel seeds and garam masala, Saute the spices till the oil starts oozing out. Add the yogurt and keep stirring the yogurt until it comes to a boil. Now add salt and stir. Add about 2 cups of water and bring to a rolling boil. Add the potatoes and cook for 15 minutes on medium heat, covered. Add sugar and cook for 5 more minutes. Garnish with chopped cilantro."
Chicken Korma à la Eve,35mins,1 onion; 1 garlic; 375 g   diced lean chicken; 11.09 curry powder; 11.09 flour; 3.69 ground cinnamon; 150 ml    chicken stock; 225 ml    natural yoghurt; 22.18 fresh coriander; salt and pepper; 11.09 ml    vegetable oil,"Heat oil in large wok or fry pan. Fry onion until soft, add the garlic and the chicken until the chicken changes colour. Sprinkle the curry and flour over the chicken. Toss the chicken so that it is completely covered. Add the cinnamon and cook for 1 minute. Gradually add the stock, stirring well and season to taste with salt and pepper. Simmer gently for 10 minutes until sauce thickens. Remove pan from heat, stir in the yoghurt and coriander and serve immediately. Serve with rice and chutney."
Gajar ka Halva (Carrot Pudding),1hr 10mins,3 carrots; 236.59 half-and-half; 59.14 brown sugar; 59.14 golden raisin; 29.57 butter; 1.23 ground cardamom; 0.61 salt; 29.57 pistachios,"Heat carrots and half-and-half to boiling in saucepan; reduce heat. Simmer uncovered, stirring frequently, until all the half & half is absorbed, about 45 minutes. Stir in the brown sugar, raisins, butter, cardamom and salt. Cook over low heat, stirring constantly, until all of the brown sugar is dissolved and the mixture is of your desired consistency, (pudding-like) about 15 minutes. Garnish with pistachios or slivered almonds. Serve warm and enjoy!"
Besan ka Laddoo,45mins,"141.95 gram flour; 4.43 ml    almonds, powdered; 4.43 cashews; 35.48 ghee; 0.73 cardamom; 35.48 sugar","Coarsely grind the cashews and almonds. Keep aside. Melt ghee in a wok. Add besan (gram flour). Cook on low heat till besan is fragrant and well cooked. It takes only about 5-8 minutes. Let it cool for a while. Add powdered nuts, cardamom powder and sugar. Mix well. Shape into round balls (a little bigger than the size of a walnut) and store in an airtight container. Serve after a few hours for greater taste! ENJOY my most favourite dessert and think of me when you do so!"
Pistachio and Cashew Poli,1hr,266.16 ml    maida flour; 88.72 cashews; 22.18 pista; 88.72 dry coconut powder; 133.08 sugar; 1 cardamom pods; 22.18 ghee; 0.09 salt; 0.09 turmeric powder,"Take maida in a bowl , Add ghee,. add salt,   Turmeric powder .Add little water and  start kneading the dough. The dough should be soft not too tight. Keep it aside for 1 hour. Take cashewnut and pista in a Microwave  bowl. Microwave the nuts for one minute and let it cool. Grind the nuts  with cardamom   and dry coconut powder    into a fine powder. Add sugar,   blend again to a fine powder  and keep aside. Divide the dough into 8 equal portions,Dust it with  flour,. Roll it to thin circle,add 1 tbsp nuts mixture in it and cover and seal the edges.   and roll out. Heat a tawa and Cook on both sides and smear a tsp of ghee. Serve hot and Enjoy."
Fragrant Rice Pudding With Pistachios (Kheerni),1hr 40mins,709.77 milk; 39.39 basmati rice; 59.14 milk; 29.57 ml    blanched almond; 59.14 banana; 22.18 sugar; 0.61 ground cardamom; 0.61 saffron thread; 22.18 unsalted pistachio nuts,"Bring 6 cups milk to boil in heavy shallow 5-quart saucepan.  Rinse rice with cold water until water runs clear.  Drain.  Stir rice into milk.  Reduce heat and simmer until pudding thickens and rice is very tender, stirring frequently, about 1-1/4 hours. Puree 1/4 cup milk and almonds in blender until smooth, stopping occasionally to scrape down sides of blender.  Add banana, sugar, cardamom and saffron and blend.  Pour into pudding.  Rinse blender with remaining 1/4 cup milk and add to pudding.  Continue simmering until thickened to consistency of tapioca, about 10 minutes.  Cool to room temperature.  Cover and refrigerate until well chilled. Just before serving, spoon into goblets and sprinkle with pistachios."
Onion Bhaji,25mins,2 onions; 88.72 vinegar; 118.35 flour; 3.69 cumin powder; 1.84 turmeric; 1.84 chili powder; 3.69 salt; 709.5 ml    vegetable oil,"Peel the onions and slice them so they form rings.  Slices should be as thin as possible (1/8 to 3/16"").  Cut the rings to form strands about 1-2"" long. Put onion in a large mixing bowl, add spices and salt and mix thoroughlly.  Put about half of the vinegar in and gradually stir in the flour until it is possible to form 1 1/2 to 2"" balls with the mixture.  Use flour and remaining vinegar to adjust consistency. Heat the oil in a suitable deep fryer or pan (careful to avoid overflow when placing food in the oil.  Also have a large water-soaked towel nearby in case of spillage onto the burner).  Heat to 350°F. Form the onion/flour mixture into 1 1/2 to 2"" balls and carefully place them in the oil using a metal spoon or suitable tool.  Only fry enough at one time such that they don't stick to eachother.  Fry to dark golden brown. Remove cooked bhajis from oil and drain as with other fried foods.  Serve on absorbent towel to soak up excess oil."
