RecipeName,TimeToCook,Ingredients,Instructions
Bananas Foster,15mins,"butter, brown sugar, cinnamon, banana liqueur, bananas, dark rum, vanilla ice cream","Combine the butter, sugar and cinnamon in a flambé pan or skillet. Place the pan over low heat either on an alcohol burner or on top of the stove, and cook, stirring, until the sugar dissolves. Stir in the banana liqueur, then place the bananas in the pan. When the banana sections soften and begin to brown, carefully add the rum. Continue to cook the sauce until the rum is hot, then tip the pan slightly to ignite the rum, or ignite with a long match. When the flames subside, lift the bananas out of the pan and place four pieces over each portion of ice cream. Generously spoon warm sauce over the top of the ice cream and serve immediately."
Snickerdoodles,34mins,"butter, granulated sugar, brown sugar, egg, vanilla, flour, salt, baking soda, cream of tartar, granulated sugar, cinnamon","In a large bowl, cream butter and sugars at high speed. Add egg, vanilla, and beat until smooth. In another bowl, combine flour, salt, baking soda, and cream of tartar. Pour dry ingredients into the wet ingredients, mix well. Preheat oven to 300° while you let dough rest 30-60 minutes in fridge. In a small bowl combine topping. Take about 2 1/2 tablespoons of dough and roll it into a ball. Roll this dough in the cinnamon/sugar mixture and press onto greased cookie sheet. Bake cookies 10-12 minutes, NO MORE. *Cookies may seem undercooked but will develop. Don't roll your dough into too big of a ball; they may not turn out in that much time if you do that. It happened to me. lol. If the cookies don't turn out, please try again. It's a very good cookie, it's just all a matter of getting the cooking time right."
Cream Cheese Brownies,1hr 15mins,"flour, baking powder, salt, butter, cocoa, sugar, eggs, vanilla, cream cheese, sugar, egg, vanilla","Preheat oven to 350 degrees F. Stir together flour, salt and baking powder. Melt butter and remove from heat. Stir in the cocoa. Beat in the eggs, sugar and the vanilla. Fold in the dry ingredients. Pour in 1/2 the batter in a 9"" greased square casserole dish or baking pan. Spread Cream Cheese Filling on top CAREFULLY! Top with remaining chocolate batter. Pull a knife through all of the layers to create a marbled effect. Bake covered with tin foil or a glass lid for 40-45 minutes or until a toothpick inserted into the brownies comes out clean. Cream Cheese Filling: Beat the cream cheese. Gradually add the 1/3 cup sugar, 1 egg and the 1/2 tsp vanilla until the filling is very smooth."
Strawberry Pie,15mins,"sugar, water, cornstarch, strawberry Jell-O gelatin dessert, strawberry, baked pastry shell","Bring sugar, water and cornstarch to a boil over medium high heat. Add Jell-O, stir until dissolved. Cool and then add strawberries. Refrigerate about 45 minutes or until it starts to congeal. Put in pie shell and cool completely. Top with whipped cream or ice cream to serve."
Extra-Chocolate Bundt Cake With Chocolate Glaze,1hr 5mins,"devil's food cake mix, instant chocolate pudding mix, semi-sweet chocolate chips, water, eggs, vanilla extract, cocoa, butter, powdered sugar, hot water","Cake: Preheat oven to 350°. Grease and flour bundt pan, set aside. In large mixing bowl, combine cake mix, pudding mix and chocolate chips. In another bowl, combine water, eggs, and vanilla mixing well. Add egg mixture to dry mixture and mix with spoon until just blended. Pour into prepared pan. Bake for 50 to 55 minutes or until cake tests done when wooden pick in center comes out clean. Cool 15 to 20 minutes before removing cake from pan. When completely cool, drizzle cake with Chocolate Glaze. Chocolate Glaze: Combine all ingredients in bowl. Mix with spoon until smooth."
Mexican Wedding Cookies,25mins,"butter, powdered sugar, flour, nuts, ground, vanilla","Combine all ingredients. Form into 1 1/2"" balls. Bake on cookie sheet at 350°F for about 10-15 minutes or until set. Roll in additional powdered sugar while still warm."
Homemade Yellow Cake,1hr 5mins,"cake flour, baking powder, salt, sugar, instant vanilla pudding, butter, butter flavor shortening, milk, vanilla extract, sour cream, eggs","Cream together butter, shortening, sugar, and pudding. Add eggs in one at a time. Add in sour cream and vanilla. Mix well. Sift together flour, baking powder, and salt. Add flour mixture into butter mixture alternately with milk starting and finishing with flour mixture. Pour into well greased and floured 13x9 pan. Bake at 350 for 40-50 minutes. Variation for White Cake: Use 4 egg whites instead of the 3 whole eggs. Variation for Spice Cake: Add 1-1/2 teaspoons cinnamon, 1/4+1/8 teaspoon ground allspice, 1/4+1/8 teaspoon ground cloves to the flour mixture. Variation for Chocolate Cake: Use chocolate pudding mix and 1/3 cup cocoa.  (I then up the milk a little.)."
Barefoot Contessa's Carrot Cake Cupcakes,1hr 15mins,"sugar, vegetable oil, pure vanilla extract, extra-large eggs, all-purpose flour, ground cinnamon, baking soda, kosher salt, carrots, raisins, walnuts, cream cheese, unsalted butter, pure vanilla extract, confectioners' sugar","Preheat the oven to 350°F Beat the sugar, oil, and vanilla together in the bowl of an electric mixer fitted with a paddle attachment. Add the eggs, 1 at a time. In another bowl, sift together the flour, cinnamon, baking soda, and salt. With the mixer on low speed, add 1/2 of the dry ingredients to the wet ingredients. Add the grated carrots, raisins, and walnuts to the remaining flour, mix well, and add to the batter. Mix until just combined. Line muffin pans with paper liners. Scoop the batter into 22 muffin cups until each is 3/4 full. Bake at 400°F for 10 minutes then reduce oven temperature to 350°F and cook for a further 35 minutes (**see note at bottom), until a toothpick comes out clean. Cool on a rack. Cream the cream cheese, butter, and vanilla in the bowl of an electric mixer fitted with a paddle attachment. Add the sugar and beat until smooth. When the cupcakes are cool, frost them generously and serve. **I don't need to cook these for the entire additional 35 minutes.  After I lower the temperature to 350°F; I start checking the muffins at around 15 minutes.  Just keep watching them until a toothpick inserted in center comes out clean."
Fried Oreos,20mins,"Oreo cookies, pancake mix, milk, eggs, oil","Preheat deep fryer to 375 degrees F. Combine pancake mix, milk, eggs and oil. Mix until there are no lumps. Dip Oreos into batter, make sure both sides are covered and put the Oreos into the deep fryer. You will need to watch these as the cookies tend to float- so be sure to turn them. Also be careful that they don't burn- you just want them golden brown. Remove the cookies and drain well. The cookies are best straight out of the deep fryer!"
Banana Bread Brownies,40mins,"sugar, sour cream, butter, eggs, bananas, vanilla extract, all-purpose flour, baking soda, salt, walnuts, butter, powdered sugar, vanilla extract, milk","Heat oven to 375°F Grease and flour 15x10-inch jelly roll pan. For the bars, in a large bowl, beat together sugar, sour cream, butter, and eggs until creamy. Blend in bananas and vanilla extract. Add flour, baking soda, salt, and blend for 1 minute. Stir in walnuts. Spread batter evenly into pan. Bake 20 to 25 minutes or until golden brown. Meanwhile, for frosting, heat butter in a large saucepan over medium heat until boiling. Let the butter turn a delicate brown and remove from heat immediately. Add powdered sugar, vanilla extract and milk. Whisk together until smooth (it should be thicker than a glaze but thinner than frosting). Using a spatula, spread the brown butter frosting over the warm bars (the frosting will be easier to spread while the bars are still warm)."
Boston Cream Pie,1hr 25mins,"eggs, cake flour, sugar, baking powder, salt, vegetable oil, milk, vanilla extract, milk, cornstarch, sugar, salt, egg, vanilla extract, water, sugar,  semisweet chocolate, milk chocolate chips","Heat oven to 350 degrees.  Grease and flour two 9"" round cake pans or make it easy on yourself and trace the bottom of the cake pans on a piece of waxed paper and cut to fit then place on bottom of pans.  No need to grease;  the cakes will fall right out. For the cake layers:  Separate eggs; place whites in a small, clean bowl free of any grease or oil and set aside.  In a large mixing bowl, combine cake flour, 3/4 cup of the sugar, baking powder and salt.  Set aside. In a small bowl with an electric mixer, beat egg whites until soft peaks form.  Very gradually beat in the remaining 1/4 cup sugar; beat until stiff peaks form.  Set aside. Add egg yolks, oil and 1/2 cup milk to flour mixture.  With electric mixer, beat until smooth, scraping sides of bowl occasionally.  Add remaining 1/2 cup milk and vanilla.  Beat just until combined.  Carefully fold beaten egg whites into batter.  Divide batter into prepared pans. Bake cakes 20 to 25 minutes or until centers spring back when gently pressed.  Cool in pans on wire rack for 5 minutes.  Loosen cake around edges with a sharp knife then turn cakes out onto racks and remove waxed paper, if used; cool completely.  (Tip:  I make the cake layers in advance, wrap and freeze.  Defrost in wrapper for a couple of hours then proceed with the filling and glaze.). While cake is baking, make cream filling:  In a 1-quart saucepan, heat 1 cup milk to boiling.  In cup or small bowl, combine remaining 1/2 cup milk, cornstarch, sugar, pinch salt, egg and vanilla until blended. When milk comes to boiling, gradually stir in cornstarch mixture with wire whisk.  Return to boiling, stirring constantly.  Reduce heat and simmer 1 minutes or until thickened to pudding consistancy.  Set aside to cool to room temperature. Make chocolate glaze:  In 1 quart saucepan, heat water and sugar to boiling.  Add chocolate chips; stir until glaze is smooth; remove from heat.  Cool 5 to 10 minutes or until slightly thickened. To assemble, place one cake layer, upside down, on a serving plate.  Spread with cream filling.  Top with remaining cake layer, right side up.  Spoon glaze over top; spread to edges of cake.  Refrigerate."
Peach Cobbler Dump Cake,50mins,"yellow cake mix, peaches in heavy syrup, butter, ground cinnamon",Preheat oven to 375ºF. Empty peaches into the bottom of a 13 x 9- inch pan. Cover with the dry cake mix and press down firmly. Cut butter or margarine into small pieces and place on top of cake mix. Sprinkle top with cinnamon. Bake for 45 minutes.
Silky Chocolate Peanut Butter Pie,10mins,"chocolate chips, soft silken tofu, creamy peanut butter, sugar, vanilla, prepared graham cracker crust","Melt chocolate chips in a small bowl in microwave at high power 90 seconds. Stir until smooth. Cool slightly. Place tofu, peanut butter, sugar & vanilla in blender or food processor and whirl until smooth. Add chocolate and whirl until combined. Pour into crust. Cover with plastic wrap and refrigerate several hours until filling is set. Can garnish with peanuts, melted chocolate or whipped cream."
Peanut Butter Cookies,12mins,"peanut butter, sugar, egg",Mix ingredients together. Drop by spoonful onto baking sheet. Bake for 10 minutes at 325°F or 8-10 minutes at 350°.F.
Fresh Peach Turnovers,50mins,"sugar, cornstarch, fresh peaches, peeled and sliced, butter, cinnamon, nutmeg, frozen puff pastry, egg, powdered sugar","Preheat oven to 400º. As you're slicing the peaches, save the juice. Combine peach juice with sugar and cornstarch in saucepan. Cook until thick and bubbly. Add peaches, butter, cinnamon and nutmeg. Cool slightly. Lightly roll out each pastry sheet on floured surface. Cut each sheet into 4 squares. Place some of peach filling on half of each square. Brush edges with beaten egg. Fold over into a triangle (or rectangle) and press to seal edges (or crimp with fork). Place on baking sheets. Bake at 400º for 10-15 minutes until lightly brown and puffy. Cool on racks. Sprinkle with powdered sugar. Or frost with a powdered sugar frosting."
Puff Pastry Glazed Apricot Twists,35mins,"frozen puff pastry, apricot jam, confectioners' sugar, whipping cream , fresh lemon juice","Set oven to 400 degrees. Line a baking sheet with parchment paper (you will most likely need two baking sheets for 16 pastries). Roll out one puff pastry sheet onto a lightly floured surface into a 12x10-inch rectangle, then cut in half lengthwise (I use a pizza cutter for this). Cut each half crosswise into four 5x3-inch strips (for a total of 8 strips). Spread each strip with about 1/2 tablespoon apricot jam, then fold the strips in half lengthwise to form 1-1/2-inch wide strips. Twist each strip 3 times, then place on the parchment-lined baking sheet. Repeat with the remaining puff pastry (you should have 16 pastries when done,  you might have to use two baking sheets. Bake for about 15-20 minutes. Transfer the twists to a rack. In a small bowl whisk together confectioners sugar, whipping cream and lemon juice; brush over the warm pastries."
Sangria Shortcakes,2hrs,"red wine, sugar, blackberries, cherries, strawberries, nectarines, all-purpose flour, baking powder, kosher salt, heavy cream, whipped cream, mint sprigs","Combine the red wine and 1/3 cup sugar in a medium saucepan. Bring to a boil over medium-high heat, then reduce to a simmer and continue to cook until the liquid is reduced to about 1/4 cup, 10 to 15 minutes. Let cool completely. Combine the cool syrup with the blackberries, cherries, strawberries and nectarines in a large bowl. Let marinate, refrigerated, until the fruit starts to macerate and release juices, about 1 hour and up to 4 hours. Preheat the oven to 400 degrees F. Whisk to combine the flour, baking powder, salt and remaining 3 tablespoons sugar in a large bowl. Add the heavy cream and mix until combined. Press the dough into an 8-inch square baking pan and bake until the edges are golden and the shortcake is cooked through, 18 to 20 minutes. Transfer the pan to a wire rack to cool completely. Cut into 6 pieces and split each shortcake in half horizontally. Spoon fruit on the bottom of each shortcake and top with a generous spoonful of whipped cream. Place the top of each shortcake over the whipped cream, then top with the remaining fruit. Drizzle the fruit sauce over the fruit and garnish each with a dollop of whipped cream and a mint sprig."
Cookie Dough Brownies,1hr,"shortening, unsweetened chocolate, sugar, eggs, vanilla, flour, salt, baking powder, butter, brown sugar, sugar, milk, vanilla, flour, semi-sweet chocolate chips, canola oil","For brownies, melt shortening and chocolate. Transfer to large mixing bowl. Blend in sugar, eggs and vanilla. Add flour, salt and baking powder. Bake at 350 degrees for 30 minutes in a 9x13 pan (grease bottom of pan). Cool completely. For the cookie dough, cream the butter and sugars till fluffy. Add remaining ingredients, blending well. Spread over cooled brownies. Combine glaze ingredients in a small bowl. Microwave just until the chocolate is melted (about 1 min.), stir till smooth. Spoon glaze over cookie dough and spread carefully to cover. Sprinkle with chopped walnuts, if desired (I don't). Store in the refrigerator."
Milk & Cookie Cups,2hrs 30mins,"water, gelatin powder, whole milk, granulated sugar, heavy cream, unsalted butter, granulated sugar, egg, vanilla extract, salt, baking powder, all-purpose flour, mini chocolate chip","Pour the water into a small bowl. Sprinkle the gelatin powder over this and set aside to bloom for 5 minutes. In a medium pot, add the milk and sugar. Heat over a medium heat whilst stirring until gently steaming. Turn the heat down to low and pour in the gelatin mixture, stir together until the gelatin has melted inches. Remove from the heat and pour in the heavy cream. Strain into a bowl resting in an ice bath. Let sit for 1-2 hours cool, stirring occasionally, until thick but still pourable. (If it isn’t thickening, chill in the fridge for 30-60 minutes to speed it up). Preheat the oven to 350 degrees F. Spray a non-stick 24-cup mini muffin pan with oil or cooking spray. In a large bowl, cream the softened butter and sugar together until smooth. Add the egg, vanilla, salt and baking powder, mix to combine. Add the flour and stir to get a thick dough. Fold in the chocolate chips until evenly distributed throughout the dough. Divide the dough between the wells in the muffin tin – you should be using about 1 level tablespoon of dough for each well. Use your fingertips to press the cookie dough in each well into a cup shape. Place in the freezer for 10-15 minutes. Bake for 10 minutes – the cookie dough should still be a bit soft in the centre but the edges should be starting to set. They may rise and lose some of their ‘cup’ shape, this is okay! While the cookies are still soft, use the end of a wooden spoon (or the end of a pestle from a pestle & mortar) to push a large indent back into the centre of each cup. Return to the oven for an additional 3 minutes. Let cool in the pan for a few minutes then remove from the pan using a small spatula or butter knife. Place into a wire rack to cool completely. Transfer the thickened, pourable panna cotta filling to a jug. Fill the cooled cookie cups with the panna cotta filling up to the brim. Place onto a tray or large plate and transfer to the fridge to chill for at least an hour until the panna cotta has completely set. Store in the fridge. Wilton 24 cup mini muffin pan. Buy it on Amazon: https://www.amazon.com/Wilton-Perfect-Results-Non-Stick-Cupcake/dp/B004EBS16G."
Maple Krispie Cookies,17mins,"white cake mix,  crisp rice cereal, butter, egg, maple flavoring","Preheat oven to 350°F degrees. In large bowl, mix all ingredients well (will be crumbly). Roll into 1-inch balls. Place 2 in apart on lightly sprayed cooking sheet. Bake for 10-12 minutes.  Cool for 1 minute. Remove and cool completely."
Loretta Lynn Dump Cake,1hr 15mins,"chocolate cake mix, condensed milk,  caramel sauce, Cool Whip, Nestle Crunch bars","Try not to think about it. There's a reason people in this country are addicted to fatty foods that are bad for you, and this cake is going to appeal to all of those urges in you and more. Best cake in the world, remember? It's worth a shot.Preheat oven to 350. Follow the instructions on the cake mix box for baking. So, make your cake in the usual way, and when it's hot from the oven, use the cylindrical end of a large wooden spoon to poke holes in the cake. Oh, I should mention that I'd recommend the cake be baked in a 9x12 glass pan. And, the holes should be poked in neat columns and rows, let's say about an inch and a half apart. Maybe an inch. Maybe two inches. Maybe an inch and a half. Holes poked? Pour the can of condensed milk all over the cake. Pour the jar of caramel sauce all over the cake.Spread a liberal layer of Cool Whip all over the cake. While your cake was baking, you should have pounded the Nestlé Crunch bars into half-inch or less (or maybe a bit more) pieces. Now sprinkle those on top. DON'T EAT THE CAKE! If you must, if you really must, go ahead and have some, but it's not fair to judge your creation at this stage. It has not become the best cake in the world yet. Here, it's just a recipe for instant diabetic keelover. Put the cake in the refrigerator. Now you must leave that cake in there for as long as you can stand. Ideally, this means overnight. At least. But, if you're pressed for a choc fix, at least let it get nice and cold. But, again, it really is a ""this gets amazing after a day in the fridge"" recipe. And that's it. That is the very best cake in the world. Like so many precious artifacts, one would not expect to find such a powerful recipe in the hands of a kitchen simpleton such as myself, but I have come forth with the treasure. Now the world is forever changed. Or, if not the world, then your weekend, if you're smart (and want to be really, really popular with the rest of your household). Eat! Enjoy!"
Strawberry Cream Cheese Bread,1hr 10mins,"butter, sugar, cream cheese, eggs, vanilla extract, flour, baking powder, baking soda, salt, milk, strawberries, pecans","With electric mixer cream butter, sugar and cream cheese until fluffy.  Add eggs one at a time.  Mix in vanilla. In separate bowl, mix flour, baking powder, baking soda and salt.  Blend flour mixture with butter mixture just until blended.  Add half 'n half and only stir just to blend -- do not overstir! Drain strawberries and blot dry.  Carefully just fold in strawberries and nuts. Dough mixture will be thick. Grease and flour a 9x5 inch loaf pan.  Bake in a 350 degree oven for 50 to 60 minutes.  Let bread mellow for one day and then serve."
Brazilian Brigadeiro,1hr,"sweetened condensed milk, margarine, cocoa powder, chocolate sprinkles","Cook over medium-low heat, stir vigorously the sweetened condensed milk, margarine and cocoa powder. Cook the mixture until it thickens enough to show the pan bottom during stirring. Pour the mixture in a greased dish and let it cool to room temperature. Take small amounts of the mixture with a teaspoon and make 1 ½ inch balls. Roll the balls over chocolate jimmies to decorate. Hint: Grease your hands with margarine to make the balls easily. If the balls don't hold the shape and flat down like coins, it means that you did not cook enough. Cook additional five minutes, take a small sample and dip it in a glass with cold water. If you cooked enough, this sample should hold the shape after cooling down in the water. The cheapest , low grade sweetened condensed milk is the best to make the brigadeiro because they have more starch on them, which helps the candy to hold the shape. In US, buy the sweet condensed milk from the Walmart brand  ""Great Value"", cook this brand for 20 minutes in medium heat stirring continuously and your brigadeiro is with the right consistency."
No-Bake Oreo Refrigerator Cake,30mins,"Oreo cookies, butter, cream cheese, confectioners' sugar, Cool Whip, chocolate fudge instant pudding mix, half-and-half cream","Crush Oreo cookies; set 1/4 cup aside for topping. Mix the remaining crushed cookies with the melted butter. Press into the bottom of a greased 13 x 9-in baking pan. In a bowl, beat the cream cheese with the confectioners sugar on medium speed. Fold in half of the Cool Whip topping. Spread over cookie crumb layer. Refrigerate 1/2 hour. In the meantime, combine milk with instant pudding mix; beat well, until smooth. Pour over chilled mixture in the pan. Refrigerate for 1 hour. Spread remainder of Cool Whip topping on top of pudding layer. Sprinkle with remaining reserved cookie crumbs. Store cake in the refrigerator, covered tightly."
Chocolate Molten Lava Cakes,28mins,"butter, unsweetened chocolate, semisweet chocolate, powdered sugar, eggs, egg yolks, all-purpose flour, whipped cream","Preheat oven to 425 degrees and grease 4 (6 ounce) ramekins, place on baking sheet. In a large microwavable bowl microwave butter and chocolate for 1 minute or until butter is melted, stir until chocolate is completely melted. Stir in powdered sugar until well blended. Whisk in eggs and egg yolks, then stir in flour. Divide batter between prepared ramekins. Bake for 13 to 14 minutes or until sides are firm but centers are soft. Let stand for 1 minute. Run a small knife around the cakes to loosen, invert cakes onto plates. Top with whipped cream and serve immediatley."
German Chocolate Icing,25mins,"evaporated milk, sugar, egg yolks, butter, vanilla, coconut, pecans","Put butter in a sauce pan and let it melt. Add milk, sugar, vanilla and whisk in egg yolks. Cook and stir over medium heat until mixture starts to bubble and then cook for about nine (9) minutes stirring constantly. Pour over coconut and pecans and mix. I usually put the nuts and coconut in a metal bowl and then poor the hot mixture over them to help with cooling. If you are in a hurry, put the mixture in the refrigerator stirring occasionally until it is cool and thick enough to ice your cake. I find that box cakes are just fine for this."
Puffed Bananas & Caramel,30mins,"bananas, puff pastry, icing sugar, unsalted butter, caster sugar","Preheat oven to 200°C. Lay out pastry trimmings if using or cut strips from the 1/2 sheet. Place the banana down on top of pastry. Dust with icing sugar, then wrap the pastry around the length of the banana. Bake in pre-heated for 10 to 15 minutes. Caramel Sauce - in a saucepan, melt the butter and add the sugar and continue to stir until caramel consistency is achieved."
Peanut Butter Chocolate Chip Muffins,33mins,"flour, baking powder, baking soda, salt, vanilla extract, sugar, egg, milk, butter, peanut butter, semi-sweet chocolate chips","Preheat oven to 350/gas 4. Measure flour using the spoon (not scoop) method. Into a medium sized bowl sift flour, baking powder, baking soda and salt. Whisk to combine and set aside. In a small jug mix vanilla extract and milk, set aside. In a large bowl mix melted butter with peanut butter followed by sugar, beat until light and fluffy. With a fork, whisk egg until lightly beaten and in two steps pour into butter/sugar mixing to combine. Next in three steps start to add the flour alternating with the milk (flour, milk, flour, milk, ending with flour). Finally fold in chocolate chips. Spoon batter into paper lined muffin tin and bake for 20-23 minutes."
Vanilla Pudding,30mins,"sugar, cornstarch, milk, salt, egg yolks, slightly beaten, butter, vanilla","In medium double boiler, cook sugar, cornstarch, milk  and salt. When mixture begins to thicken, add part of mixture  to egg yolks; mix well, then pour egg mixture back into mixture  in double boiler. Cook until thick; take off stove, then add  butter and vanilla. You can use as pudding and top with Cool  Whip or use pudding with bananas for banana pudding  You can also add 2 unsweetened chocolate squares at the  beginning and make a chocolate pie or pudding. For butterscotch pie or pudding, use 3/4 cup light brown  sugar firmly packed and 1/4 cup sugar instead of 3/4 cup sugar,  then cook as directed. You can also make a banana plate pie with the vanilla  mixture, just cook as directed. In baked pie shell, line  bottom with bananas; pour a layer of pudding, then a layer of  ba  nanas, then pudding. You can top with Cool Whip or meringue."
Caramel Apple Dump Cake,1hr,"apple pie filling, butter golden cake mix, butter, caramel sauce, cinnamon, pecans","In a greased 9 X 13 inch baking dish, mix apple pie filling and caramel sauce. You may add in the 1/2 teaspoons cinnamon, if desired. Spread evenly in the pan. Pour dry cake mix directly on top of the pie filling and spread evenly. Top with melted butter and pecans. (optional). Bake at 350 degrees for 50-55 minutes or until top is golden brown and apple filling is bubbly."
Pina Colada Pineapple Cakes,1hr 50mins,"yellow candy melts, green candy melts, standard box white cake mix, vanilla instant pudding mix, water, light rum, vegetable oil, eggs, crushed pineapple, unsweetened dried shredded coconut, Cool Whip, yellow food coloring, semi-sweet chocolate chips","Place the yellow candy melts into a medium, heatproof bowl. Fill a small pot of water with a 2-inch depth of water. Set over a low heat with the bowl of yellow candy melts on top. Stir until the yellow candy melts have melted and are smooth. Remove from the heat. Drop a small dollop (about 1/4 to 1/8 tsp) of the melted candy melt onto a baking sheet lined with parchment paper. Using a small, offset spatula make a brushstroke motion over the dollop of candy melt to spread it out into a thin oval. Repeat this with all of the melted yellow candy melts – you may need to re-melt it in the bowl if it’s starting to set. Chill for 15-20 minutes until set. Place the green candy melts into a small, heatproof bowl. Fill a small pot of water with a 2-inch depth of water. Set over a low heat with the bowl of green candy melts on top. Stir until the green candy melts have melted and are smooth. Remove from the heat. Drop a small dollop of green candy melt onto a baking sheet lined with baking paper. Use a brushstroke motion (similar to before, but in a longer motion to make a longer stripe) to make one thin, long leaf. Repeat with dollops of candy melt close together, connecting them at the base, to make the green leaf crown. Repeat with the green candy melts to make a total of 6 crowns. Chill for 15-20 minutes until set. Preheat the oven to 350 degrees F. Grease two quarter-sheet pans (9 x 13 inches). In a large bowl, mix the white cake mix, half the vanilla pudding mix, all of the vegetable oil, the 4 eggs, the water and half of the rum. Drain the crushed pineapple but reserve the juice. Add half of the crushed pineapple to the cake batter along with all of the shredded coconut.  Fold together to combine. Divide the cake batter evenly between the two prepared cake pans, spreading out into even layers. Bake for 15-20 minutes until golden and a toothpick inserted into the centre of the cake comes out clean. Let cool completely before assembly. In a large bowl combine the remaining crushed pineapple, remaining light rum, the reserved pineapple juice and remaining vanilla pudding mix, stirring until smooth and thickened. Fold in the thawed cool whip. Add the yellow food colouring and fold together to combine. Remove the cooled cake layers from the baking sheets. Use a 3-inch round cookie cutter to punch out 9 circles from each of the cake layers (so you have a total of eighteen 3-inch circles). Stack 3 cake circles on top of each other, sandwiching them together with 1 tbsp frosting between each layer. Repeat so you get six small 3-layer cakes. Use a serrated knife to carefully carve each small cake into a pineapple shape. Cover each small cake with frosting in an even layer. Cover with the chilled yellow candy melt ovals: start at the top of the cake, layering in rings going around the cake, allowing the candy melts to overlap slightly, until each cake is completely covered. Transfer the melted semisweet chocolate chips to a disposable piping bag. Snip off the very tip so you have a tiny opening. Pipe dots of dark chocolate randomly onto the yellow candy melts to represent the ‘eyes’ of the pineapple. Top each cake with one of the green candy melt crowns. Serve. Adding shredded coconut to your cakes will make it easier to trim into pineapple shapes – the coconut addition is not shown in the recipe video."
Key Lime Zucchini Bread,2hrs 40mins,"cooking spray, all-purpose flour, granulated sugar,  pumpkin spice, blend, baking soda, kosher salt, baking powder, canola oil, key lime juice, vanilla extract, eggs, zucchini, confectioners' sugar, key limes","For the bread: Position an oven rack in the center of the oven and preheat to 350 degrees F. Spray a 9-inch round tube pan with nonstick cooking spray; set aside. Whisk together the flour, granulated sugar, pumpkin spice blend, baking soda, salt and baking powder in a large bowl. Whisk together the oil, lime juice, vanilla and eggs in a medium bowl or large measuring cup. Add the wet ingredients to the flour mixture along with the grated zucchini and mix well. Spoon the batter into the prepared tube pan and spread in an even layer. Bake until a cake tester or skewer inserted in the center of the bread comes out clean, 1 hour to 1 hour 5 minutes. Transfer the pan to a wire rack to cool completely, then remove from pan to a plate or cake stand. For the glaze: Whisk together the confectioners' sugar and lime zest and juice in a medium bowl until smooth and pourable. If the icing is too thick, add water a teaspoon at a time until the desired consistency is reached. Pour the icing over the bread, then top with lime twists."
Oreo-Stuffed Panookie,45mins,"butter, sugar, brown sugar, egg, vanilla extract, all-purpose flour, salt, baking powder, chocolate chips, Oreo cookies, dark chocolate, sugar, butter, cocoa powder, water, heavy cream, vanilla ice cream","Mix butter and sugar until creamy. Sift flour, baking soda, and salt.  Set aside. Add egg and vanilla extract to the butter mixture. Add flour mixture. Stir in the dark chocolate. Divide the dough in half. Spread/press one half of the dough on the bottom of an 8” skillet. Lay out Oreo cookies. Then add another layer of dough on top. Bake at 350F for 20-25mins. TO MAKE CHOCOLATE SYRUP TOPPING. Add bitter chocolate, sugar, butter, cocoa powder, and water into a pan. Simmer at low heat.  Stir until smooth. Then add heavy cream and simmer for approximately 3 minutes.  Mix thoroughly. TO SERVE. Slice panookie and serve with a scoop of vanilla ice cream and chocolate syrup drizzled on top."
Mimi's Red Velvet Cake,50mins,"shortening, sugar, eggs, flour, cocoa, salt, buttermilk, vanilla, red food coloring, vinegar, baking soda","Cream the shortening and sugar. Add the eggs and beat till smooth and well blended. Add the flour, cocoa, and salt to the above, alternately with the buttermilk, beating well after each addition. Add the vanilla and food coloring. Mix the baking soda and vinegar together and fold into the batter by hand; stir just enough to get it inches. Pour into a greased and floured angel pan and bake in a 350 degree oven for 30 minutes; can be baked in two layers also."
Buttermilk Pie,1hr 20mins,"butter, sugar, flour, eggs, salt, vanilla, buttermilk, deep dish pie shell","Preheat oven to 400°F. Beat the butter and sugar together until light. Add the eggs and beat; then beat in vanilla. Sift the dry ingredients together and add to the batter alternatively with the buttermilk; beat until smooth. Pour into a deep dish pie shell and bake at 400F for 10 minutes, reduce heat to 350F and bake for 50-60 additional minutes. Pie should turn a nice golden brown and a knife inserted should come out clean. I think it is absolutely best when it is just still warm. (Not too hot, or it will be like napalm.)."
Greek Baklava,1hr 30mins,"phyllo pastry, butter, sugar, ground cinnamon, walnuts, water, lemon juice, honey","Preheat oven to 325. Layer half of the sheets of phyllo one sheet at a time, in a greased 11x7x2 baking pan, brushing each sheet evenly with butter and folding ends over if necessary to fit into pan. Keep unused sheets covered with plastic wrap while assembling baklava to prevent drying. Mix 1/4 cup of the sugar and cinnamon; stir in walnuts. Sprinkle nut mixture evenly over buttered phyllo in pan. Layer remaining phyllo, one sheet at a time, over nut mixture, brushing each sheet evenly with butter. Cut diagonally into squares, cutting completely through all layers. Bake in preheated oven until crisp and golden, about one hour. Combine remaining sugar, the water, lemon juice and honey in small saucepan; cook and stir over low heat until sugar dissolves. Heat to boiling; pour evenly over hot baklava. Let stand loosely covered 8 hours or overnight."
